,단지코드,등록차량수,총세대수,지역,공가수,지하철,버스,단지내주차면수,총임대가구수,면적_15,면적_20,면적_30,면적_40,면적_50,면적_60,면적_70,면적_80,면적_100,임대보증금,임대료,공급유형_공공임대(50년),공급유형_공공임대(5년/10년/분납/분양),공급유형_국민임대/장기전세,공급유형_영구임대,공급유형_임대상가,공급유형_행복주택,자격유형_A,자격유형_D,자격유형_국민임대/장기전세_공급대상,자격유형_영구임대_공급대상,자격유형_행복주택_공급대상,20대(여자),20대(남자),40대(여자),40대(남자),50대(여자),50대(남자),u10,p30,o60
59,C2221,359.0,590.0,제주특별자치도,1.0,0.0,3.0,376.0,590.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15406500.0,246675.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06913479239108201,0.06966659848639804,0.08054816935978727,0.07253016976886889,0.08840253630599304,0.06893025158519124,0.19455921456330538,0.09883411740642259,0.2573941501329516
60,C1790,120.0,657.0,경상남도,2.0,0.0,4.0,166.0,657.0,0.0060882800608828,0.3972602739726027,0.5905631659056316,0.0015220700152207,0.0015220700152207,0.0,0.0,0.0015220700152207,0.0015220700152207,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0649203187250996,0.07061752988047809,0.07709163346613546,0.06759960159362549,0.08687250996015937,0.07256972111553785,0.16312749003984064,0.11396414342629482,0.2832370517928287
61,C2109,60.0,495.0,경상남도,2.0,0.0,4.0,117.0,495.0,0.0,0.5818181818181818,0.4161616161616162,0.0,0.0,0.0,0.0,0.0,0.00202020202020202,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0649203187250996,0.07061752988047809,0.07709163346613546,0.06759960159362549,0.08687250996015937,0.07256972111553785,0.16312749003984064,0.11396414342629482,0.2832370517928287
62,C1698,65.0,460.0,경상남도,1.0,0.0,3.0,155.0,460.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6432000.0,81015.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0649203187250996,0.07061752988047809,0.07709163346613546,0.06759960159362549,0.08687250996015937,0.07256972111553785,0.16312749003984064,0.11396414342629482,0.2832370517928287
63,C1866,135.0,338.0,경상남도,1.0,0.0,3.0,235.0,338.0,0.0,0.0,0.6834319526627219,0.3165680473372781,0.0,0.0,0.0,0.0,0.0,11421000.0,102215.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0649203187250996,0.07061752988047809,0.07709163346613546,0.06759960159362549,0.08687250996015937,0.07256972111553785,0.16312749003984064,0.11396414342629482,0.2832370517928287
64,C1005,376.0,1144.0,충청남도,16.0,0.0,8.0,950.0,1144.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16348000.0,210900.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06797460891978227,0.07262232824689124,0.07886041760923511,0.0734175132645087,0.07929914037757578,0.06916738644620847,0.1845788946928255,0.13239830543330727,0.2416814050096656
65,C1004,93.0,521.0,충청남도,3.0,0.0,2.0,153.0,521.0,0.005758157389635317,0.015355086372360844,0.9750479846449136,0.0,0.0019193857965451055,0.0,0.0,0.0,0.0019193857965451055,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.06797460891978227,0.07262232824689124,0.07886041760923511,0.0734175132645087,0.07929914037757578,0.06916738644620847,0.1845788946928255,0.13239830543330727,0.2416814050096656
66,C1875,209.0,1003.0,충청남도,5.0,0.0,8.0,192.0,1003.0,0.0029910269192422734,0.843469591226321,0.15154536390827517,0.0,0.0009970089730807576,0.0,0.0,0.0,0.0009970089730807576,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.06797460891978227,0.07262232824689124,0.07886041760923511,0.0734175132645087,0.07929914037757578,0.06916738644620847,0.1845788946928255,0.13239830543330727,0.2416814050096656
67,C2156,204.0,306.0,충청남도,0.0,0.0,1.0,246.0,305.0,0.0,0.0,0.7843137254901961,0.0,0.21241830065359477,0.0,0.0,0.0,0.0,11147000.0,90410.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06797460891978227,0.07262232824689124,0.07886041760923511,0.0734175132645087,0.07929914037757578,0.06916738644620847,0.1845788946928255,0.13239830543330727,0.2416814050096656
68,C2212,86.0,697.0,강원도,0.0,0.0,4.0,128.0,697.0,0.0,0.42754662840746055,0.5652797704447633,0.0,0.0,0.005738880918220947,0.0,0.0,0.0014347202295552368,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.06037387878279823,0.06315701232291056,0.07620085505909968,0.06800234722105793,0.0872663257607511,0.07217704753122642,0.16356777600804762,0.11414200687400453,0.29511275044010393
69,C2401,19.0,213.0,강원도,21.0,0.0,3.0,164.0,213.0,0.0,0.0,0.3051643192488263,0.48826291079812206,0.20657276995305165,0.0,0.0,0.0,0.0,25964000.0,72660.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.06037387878279823,0.06315701232291056,0.07620085505909968,0.06800234722105793,0.0872663257607511,0.07217704753122642,0.16356777600804762,0.11414200687400453,0.29511275044010393
70,C2571,62.0,481.0,경상남도,5.0,0.0,1.0,65.0,481.0,0.0,0.972972972972973,0.02494802494802495,0.0,0.0,0.0,0.0,0.0,0.002079002079002079,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0649203187250996,0.07061752988047809,0.07709163346613546,0.06759960159362549,0.08687250996015937,0.07256972111553785,0.16312749003984064,0.11396414342629482,0.2832370517928287
71,C1175,430.0,468.0,충청남도,15.0,0.0,2.0,477.0,468.0,0.0,0.0,0.0,0.4230769230769231,0.5769230769230769,0.0,0.0,0.0,0.0,26258000.0,160100.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06797460891978227,0.07262232824689124,0.07886041760923511,0.0734175132645087,0.07929914037757578,0.06916738644620847,0.1845788946928255,0.13239830543330727,0.2416814050096656
72,C1833,1001.0,1364.0,제주특별자치도,19.0,0.0,5.0,1505.0,1364.0,0.0,0.0,0.5879765395894428,0.250733137829912,0.16129032258064516,0.0,0.0,0.0,0.0,15620000.0,123750.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06913479239108201,0.06966659848639804,0.08054816935978727,0.07253016976886889,0.08840253630599304,0.06893025158519124,0.19455921456330538,0.09883411740642259,0.2573941501329516
73,C2445,334.0,800.0,충청북도,16.0,0.0,4.0,671.0,800.0,0.0,0.0,0.6525,0.16875,0.17875,0.0,0.0,0.0,0.0,15620000.0,141770.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.060823795825937936,0.06493665463002632,0.08231837933778077,0.07264826488769202,0.08274680212987331,0.07427627149764368,0.19139482220454127,0.11769386131342188,0.25316114817308283
74,C1885,616.0,830.0,전라남도,14.0,0.0,4.0,802.0,830.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,14418000.0,100920.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06551672714619476,0.07033851965998908,0.07835827078258853,0.07572368312041225,0.07996553495385329,0.07779489983595964,0.1891103709963381,0.11144802903017348,0.25174396447449093
75,C2368,548.0,775.0,전라남도,10.0,0.0,4.0,738.0,775.0,0.0,0.0,0.6,0.0,0.4,0.0,0.0,0.0,0.0,14418000.0,100920.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06551672714619476,0.07033851965998908,0.07835827078258853,0.07572368312041225,0.07996553495385329,0.07779489983595964,0.1891103709963381,0.11144802903017348,0.25174396447449093
76,C2016,220.0,261.0,충청북도,15.0,0.0,2.0,198.0,261.0,0.0,0.0,0.4904214559386973,0.5095785440613027,0.0,0.0,0.0,0.0,0.0,12234000.0,103875.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.060823795825937936,0.06493665463002632,0.08231837933778077,0.07264826488769202,0.08274680212987331,0.07427627149764368,0.19139482220454127,0.11769386131342188,0.25316114817308283
77,C2371,451.0,474.0,경상북도,20.0,0.0,1.0,374.0,474.0,0.0,0.0,0.5569620253164557,0.3459915611814346,0.0970464135021097,0.0,0.0,0.0,0.0,17302000.0,108130.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06009645109434896,0.0678592528475056,0.0836596457964085,0.07261311020430596,0.08714947171729663,0.0721459681519036,0.1810587637222978,0.10300482255471743,0.2724125139112155
78,C2536,47.0,72.0,전라북도,7.0,0.0,1.0,54.0,72.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,9074000.0,50400.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06626243986027812,0.07032228300270217,0.07700520661701707,0.06664469781849337,0.08140776379094444,0.07438212614512621,0.17691952810914124,0.0986225532195347,0.28843340143676266
79,C2538,799.0,1473.0,경기도,13.0,0.0,3.0,1299.0,1473.0,0.0,0.12763068567549218,0.4792939579090292,0.20095044127630685,0.19212491513917176,0.0,0.0,0.0,0.0,39668000.0,311110.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.05848376948692058,0.059894047666884,0.0832077088294043,0.07835469273953018,0.07734494393236886,0.06485853795113024,0.18407241156272564,0.1410355952657169,0.25274829256531933
80,C1014,708.0,996.0,전라북도,5.0,0.0,2.0,823.0,996.0,0.0,0.0,0.5180722891566265,0.28112449799196787,0.20080321285140562,0.0,0.0,0.0,0.0,21628000.0,150190.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06626243986027812,0.07032228300270217,0.07700520661701707,0.06664469781849337,0.08140776379094444,0.07438212614512621,0.17691952810914124,0.0986225532195347,0.28843340143676266
81,C1592,739.0,870.0,강원도,13.0,0.0,5.0,763.0,870.0,0.0,0.0,0.6068965517241379,0.2367816091954023,0.15632183908045977,0.0,0.0,0.0,0.0,12387000.0,172190.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06037387878279823,0.06315701232291056,0.07620085505909968,0.06800234722105793,0.0872663257607511,0.07217704753122642,0.16356777600804762,0.11414200687400453,0.29511275044010393
82,C1867,374.0,678.0,경상남도,26.0,0.0,2.0,579.0,678.0,0.0,0.0,0.6696165191740413,0.12389380530973451,0.20648967551622419,0.0,0.0,0.0,0.0,9972000.0,100920.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0649203187250996,0.07061752988047809,0.07709163346613546,0.06759960159362549,0.08687250996015937,0.07256972111553785,0.16312749003984064,0.11396414342629482,0.2832370517928287
83,C2326,557.0,632.0,충청북도,15.0,0.0,4.0,478.0,632.0,0.0,0.0,0.7246835443037974,0.27531645569620256,0.0,0.0,0.0,0.0,0.0,13216000.0,114140.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.060823795825937936,0.06493665463002632,0.08231837933778077,0.07264826488769202,0.08274680212987331,0.07427627149764368,0.19139482220454127,0.11769386131342188,0.25316114817308283
84,C1015,579.0,961.0,부산광역시,28.0,0.0,3.0,928.0,961.0,0.0,0.0,0.49427679500520294,0.39542143600416235,0.11030176899063475,0.0,0.0,0.0,0.0,15583000.0,140810.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05379630933934357,0.05723341315678265,0.06195238766023384,0.06076912241160728,0.08289899985913507,0.06885476827722213,0.11314269615438793,0.09591491759402733,0.40543738554726017
85,C1620,1101.0,1232.0,광주광역시,22.0,0.0,4.0,1181.0,1232.0,0.0,0.0,0.575487012987013,0.424512987012987,0.0,0.0,0.0,0.0,0.0,25233000.0,141770.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06508442942355952,0.06687516551698047,0.08002824823133284,0.07918332345485958,0.07990214005573981,0.06744265230714908,0.16666456486374012,0.1313038324274563,0.26351564371918235
86,C1049,762.0,676.0,광주광역시,18.0,0.0,3.0,658.0,676.0,0.0,0.0,0.5754437869822485,0.0,0.4245562130177515,0.0,0.0,0.0,0.0,31242000.0,175410.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06508442942355952,0.06687516551698047,0.08002824823133284,0.07918332345485958,0.07990214005573981,0.06744265230714908,0.16666456486374012,0.1313038324274563,0.26351564371918235
87,C2000,795.0,1300.0,경상남도,21.0,0.0,2.0,1082.0,1300.0,0.0,0.0,0.34615384615384615,0.5384615384615384,0.11538461538461539,0.0,0.0,0.0,0.0,19225000.0,169420.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0649203187250996,0.07061752988047809,0.07709163346613546,0.06759960159362549,0.08687250996015937,0.07256972111553785,0.16312749003984064,0.11396414342629482,0.2832370517928287
88,C2097,995.0,998.0,경상북도,29.0,0.0,2.0,1240.0,998.0,0.0,0.0,0.5521042084168337,0.35971943887775554,0.08817635270541083,0.0,0.0,0.0,0.0,16737000.0,110790.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.06009645109434896,0.0678592528475056,0.0836596457964085,0.07261311020430596,0.08714947171729663,0.0721459681519036,0.1810587637222978,0.10300482255471743,0.2724125139112155
89,C1668,288.0,493.0,전라남도,7.0,0.0,4.0,421.0,493.0,0.0,0.0,0.4482758620689655,0.30831643002028397,0.2434077079107505,0.0,0.0,0.0,0.0,9611000.0,75690.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06551672714619476,0.07033851965998908,0.07835827078258853,0.07572368312041225,0.07996553495385329,0.07779489983595964,0.1891103709963381,0.11144802903017348,0.25174396447449093
90,C1689,960.0,1117.0,경기도,4.0,1.0,3.0,985.0,1117.0,0.0,0.1665174574753805,0.39749328558639213,0.3034914950760967,0.13249776186213072,0.0,0.0,0.0,0.0,42909000.0,291970.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05848376948692058,0.059894047666884,0.0832077088294043,0.07835469273953018,0.07734494393236886,0.06485853795113024,0.18407241156272564,0.1410355952657169,0.25274829256531933
91,C1234,311.0,307.0,강원도,1.0,0.0,2.0,219.0,307.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23830000.0,153765.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06037387878279823,0.06315701232291056,0.07620085505909968,0.06800234722105793,0.0872663257607511,0.07217704753122642,0.16356777600804762,0.11414200687400453,0.29511275044010393
92,C2514,648.0,501.0,경상남도,10.0,0.0,1.0,405.0,501.0,0.0,0.0,0.0,0.4471057884231537,0.5528942115768463,0.0,0.0,0.0,0.0,15483500.0,149870.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0649203187250996,0.07061752988047809,0.07709163346613546,0.06759960159362549,0.08687250996015937,0.07256972111553785,0.16312749003984064,0.11396414342629482,0.2832370517928287
93,C1368,861.0,896.0,경상북도,29.0,0.0,10.0,900.0,896.0,0.0,0.0,0.19642857142857142,0.20089285714285715,0.6026785714285714,0.0,0.0,0.0,0.0,20847500.0,176635.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06009645109434896,0.0678592528475056,0.0836596457964085,0.07261311020430596,0.08714947171729663,0.0721459681519036,0.1810587637222978,0.10300482255471743,0.2724125139112155
94,C1057,521.0,521.0,경상북도,24.0,0.0,4.0,521.0,521.0,0.0,0.0,0.2571976967370441,0.2591170825335892,0.4836852207293666,0.0,0.0,0.0,0.0,20847500.0,176635.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06009645109434896,0.0678592528475056,0.0836596457964085,0.07261311020430596,0.08714947171729663,0.0721459681519036,0.1810587637222978,0.10300482255471743,0.2724125139112155
95,C2336,562.0,458.0,경상북도,13.0,0.0,2.0,399.0,458.0,0.0,0.0,0.37554585152838427,0.5021834061135371,0.1222707423580786,0.0,0.0,0.0,0.0,19787000.0,134300.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06009645109434896,0.0678592528475056,0.0836596457964085,0.07261311020430596,0.08714947171729663,0.0721459681519036,0.1810587637222978,0.10300482255471743,0.2724125139112155
96,C1026,422.0,290.0,경상북도,10.0,0.0,2.0,205.0,290.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24147500.0,109280.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06009645109434896,0.0678592528475056,0.0836596457964085,0.07261311020430596,0.08714947171729663,0.0721459681519036,0.1810587637222978,0.10300482255471743,0.2724125139112155
97,C2256,344.0,409.0,경상남도,7.0,0.0,1.0,316.0,409.0,0.0,0.21515892420537897,0.3202933985330073,0.32273838630806845,0.14180929095354522,0.0,0.0,0.0,0.0,15590000.0,136710.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0649203187250996,0.07061752988047809,0.07709163346613546,0.06759960159362549,0.08687250996015937,0.07256972111553785,0.16312749003984064,0.11396414342629482,0.2832370517928287
98,C1900,596.0,586.0,전라북도,2.0,0.0,2.0,472.0,586.0,0.0,0.0,0.40273037542662116,0.3515358361774744,0.24573378839590443,0.0,0.0,0.0,0.0,17477000.0,106090.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06626243986027812,0.07032228300270217,0.07700520661701707,0.06664469781849337,0.08140776379094444,0.07438212614512621,0.17691952810914124,0.0986225532195347,0.28843340143676266
99,C2666,701.0,1084.0,부산광역시,23.0,0.0,1.0,837.0,1084.0,0.0,0.0,0.4225092250922509,0.577490774907749,0.0,0.0,0.0,0.0,0.0,18890500.0,133145.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05379630933934357,0.05723341315678265,0.06195238766023384,0.06076912241160728,0.08289899985913507,0.06885476827722213,0.11314269615438793,0.09591491759402733,0.40543738554726017
100,C2361,1117.0,1174.0,경기도,9.0,0.0,4.0,1026.0,1174.0,0.0,0.0,0.3594548551959114,0.32538330494037476,0.3151618398637138,0.0,0.0,0.0,0.0,37454000.0,259660.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.05848376948692058,0.059894047666884,0.0832077088294043,0.07835469273953018,0.07734494393236886,0.06485853795113024,0.18407241156272564,0.1410355952657169,0.25274829256531933
101,C1642,297.0,270.0,전라남도,14.0,0.0,6.0,222.0,270.0,0.0,0.0,0.4444444444444444,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,17477000.0,107200.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06551672714619476,0.07033851965998908,0.07835827078258853,0.07572368312041225,0.07996553495385329,0.07779489983595964,0.1891103709963381,0.11144802903017348,0.25174396447449093
102,C1013,1665.0,1308.0,광주광역시,16.0,0.0,6.0,1119.0,1308.0,0.0,0.0,0.22247706422018348,0.5787461773700305,0.19877675840978593,0.0,0.0,0.0,0.0,24665000.0,135960.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06508442942355952,0.06687516551698047,0.08002824823133284,0.07918332345485958,0.07990214005573981,0.06744265230714908,0.16666456486374012,0.1313038324274563,0.26351564371918235
103,C2232,248.0,355.0,광주광역시,13.0,0.0,3.0,354.0,355.0,0.0,0.0,0.3211267605633803,0.2704225352112676,0.4084507042253521,0.0,0.0,0.0,0.0,22297000.0,121945.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06508442942355952,0.06687516551698047,0.08002824823133284,0.07918332345485958,0.07990214005573981,0.06744265230714908,0.16666456486374012,0.1313038324274563,0.26351564371918235
104,C1973,457.0,384.0,광주광역시,15.0,0.0,3.0,384.0,384.0,0.0,0.0,0.21875,0.0,0.78125,0.0,0.0,0.0,0.0,19819000.0,110110.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06508442942355952,0.06687516551698047,0.08002824823133284,0.07918332345485958,0.07990214005573981,0.06744265230714908,0.16666456486374012,0.1313038324274563,0.26351564371918235
105,C2458,910.0,853.0,광주광역시,28.0,0.0,3.0,853.0,853.0,0.0,0.0,0.0,0.6459554513481829,0.3540445486518171,0.0,0.0,0.0,0.0,78080000.0,40670.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.06508442942355952,0.06687516551698047,0.08002824823133284,0.07918332345485958,0.07990214005573981,0.06744265230714908,0.16666456486374012,0.1313038324274563,0.26351564371918235
106,C2574,826.0,996.0,광주광역시,14.0,0.0,6.0,895.0,996.0,0.0,0.0,0.4457831325301205,0.39156626506024095,0.16265060240963855,0.0,0.0,0.0,0.0,26217000.0,142310.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06508442942355952,0.06687516551698047,0.08002824823133284,0.07918332345485958,0.07990214005573981,0.06744265230714908,0.16666456486374012,0.1313038324274563,0.26351564371918235
107,C2133,328.0,355.0,광주광역시,10.0,0.0,3.0,330.0,355.0,0.0,0.0,0.36056338028169016,0.4028169014084507,0.23661971830985915,0.0,0.0,0.0,0.0,26217000.0,142310.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06508442942355952,0.06687516551698047,0.08002824823133284,0.07918332345485958,0.07990214005573981,0.06744265230714908,0.16666456486374012,0.1313038324274563,0.26351564371918235
108,C2096,525.0,492.0,광주광역시,11.0,0.0,2.0,347.0,492.0,0.0,0.0,0.5040650406504065,0.4959349593495935,0.0,0.0,0.0,0.0,0.0,13022000.0,81540.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06508442942355952,0.06687516551698047,0.08002824823133284,0.07918332345485958,0.07990214005573981,0.06744265230714908,0.16666456486374012,0.1313038324274563,0.26351564371918235
109,C2010,690.0,861.0,광주광역시,15.0,0.0,3.0,608.0,861.0,0.0,0.0,0.578397212543554,0.42160278745644597,0.0,0.0,0.0,0.0,0.0,16140000.0,85760.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06508442942355952,0.06687516551698047,0.08002824823133284,0.07918332345485958,0.07990214005573981,0.06744265230714908,0.16666456486374012,0.1313038324274563,0.26351564371918235
110,C1879,713.0,711.0,광주광역시,12.0,0.0,2.0,573.0,711.0,0.0,0.0,0.0,0.49929676511954996,0.5007032348804501,0.0,0.0,0.0,0.0,19819000.0,110850.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06508442942355952,0.06687516551698047,0.08002824823133284,0.07918332345485958,0.07990214005573981,0.06744265230714908,0.16666456486374012,0.1313038324274563,0.26351564371918235
111,C1131,1019.0,901.0,광주광역시,10.0,0.0,7.0,668.0,901.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20645000.0,187660.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06508442942355952,0.06687516551698047,0.08002824823133284,0.07918332345485958,0.07990214005573981,0.06744265230714908,0.16666456486374012,0.1313038324274563,0.26351564371918235
112,C1468,810.0,815.0,광주광역시,17.0,0.0,1.0,574.0,815.0,0.0,0.0,0.6171779141104294,0.38282208588957056,0.0,0.0,0.0,0.0,0.0,16852000.0,95960.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06508442942355952,0.06687516551698047,0.08002824823133284,0.07918332345485958,0.07990214005573981,0.06744265230714908,0.16666456486374012,0.1313038324274563,0.26351564371918235
113,C1213,148.0,312.0,전라북도,8.0,0.0,6.0,224.0,312.0,0.0,0.0,0.5673076923076923,0.4326923076923077,0.0,0.0,0.0,0.0,0.0,15847500.0,91730.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06626243986027812,0.07032228300270217,0.07700520661701707,0.06664469781849337,0.08140776379094444,0.07438212614512621,0.17691952810914124,0.0986225532195347,0.28843340143676266
114,C1173,609.0,571.0,충청남도,7.0,0.0,2.0,483.0,571.0,0.0,0.0,0.17162872154115585,0.702276707530648,0.12609457092819615,0.0,0.0,0.0,0.0,18726000.0,149810.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06797460891978227,0.07262232824689124,0.07886041760923511,0.0734175132645087,0.07929914037757578,0.06916738644620847,0.1845788946928255,0.13239830543330727,0.2416814050096656
115,C2492,585.0,594.0,경상북도,23.0,0.0,5.0,480.0,594.0,0.0,0.0,0.20202020202020202,0.0,0.797979797979798,0.0,0.0,0.0,0.0,18101000.0,127320.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06009645109434896,0.0678592528475056,0.0836596457964085,0.07261311020430596,0.08714947171729663,0.0721459681519036,0.1810587637222978,0.10300482255471743,0.2724125139112155
116,C2032,1162.0,944.0,경상남도,23.0,0.0,1.0,958.0,944.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,31210000.0,187260.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0649203187250996,0.07061752988047809,0.07709163346613546,0.06759960159362549,0.08687250996015937,0.07256972111553785,0.16312749003984064,0.11396414342629482,0.2832370517928287
117,C2094,318.0,410.0,경상남도,16.0,0.0,20.0,402.0,410.0,0.0,0.0,0.5439024390243903,0.4560975609756098,0.0,0.0,0.0,0.0,0.0,14742000.0,107060.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0649203187250996,0.07061752988047809,0.07709163346613546,0.06759960159362549,0.08687250996015937,0.07256972111553785,0.16312749003984064,0.11396414342629482,0.2832370517928287
118,C1880,761.0,635.0,경상남도,15.0,0.0,20.0,508.0,635.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22628000.0,131980.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0649203187250996,0.07061752988047809,0.07709163346613546,0.06759960159362549,0.08687250996015937,0.07256972111553785,0.16312749003984064,0.11396414342629482,0.2832370517928287
119,C2089,572.0,962.0,경상남도,27.0,0.0,1.0,873.0,962.0,0.0,0.0,0.4916839916839917,0.1340956340956341,0.37422037422037424,0.0,0.0,0.0,0.0,16722000.0,130060.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0649203187250996,0.07061752988047809,0.07709163346613546,0.06759960159362549,0.08687250996015937,0.07256972111553785,0.16312749003984064,0.11396414342629482,0.2832370517928287
