,단지코드,총세대수,임대건물구분,지역,공급유형,전용면적,전용면적별세대수,공가수,자격유형,임대보증금,임대료,지하철역수,버스정류장수,단지내주차면수,등록차량수
782,C1004,521,상가,충청남도,임대상가,240.22,1,3,D,0.0,0.0,0.0,2,153,93
783,C1875,1003,아파트,충청남도,영구임대,26.37,596,5,C,3141000.0,69900.0,0.0,8,192,209
784,C1875,1003,아파트,충청남도,영구임대,26.37,239,5,C,3141000.0,69900.0,0.0,8,192,209
785,C1875,1003,아파트,충청남도,영구임대,31.32,149,5,C,3731000.0,83020.0,0.0,8,192,209
786,C1875,1003,상가,충청남도,임대상가,14.1,1,5,D,0.0,0.0,0.0,8,192,209
787,C1875,1003,상가,충청남도,임대상가,18.98,1,5,D,0.0,0.0,0.0,8,192,209
788,C1875,1003,상가,충청남도,임대상가,19.36,1,5,D,0.0,0.0,0.0,8,192,209
789,C1875,1003,상가,충청남도,임대상가,21.46,1,5,D,0.0,0.0,0.0,8,192,209
790,C1875,1003,상가,충청남도,임대상가,21.46,1,5,D,0.0,0.0,0.0,8,192,209
791,C1875,1003,상가,충청남도,임대상가,22.83,1,5,D,0.0,0.0,0.0,8,192,209
792,C1875,1003,상가,충청남도,임대상가,23.4,1,5,D,0.0,0.0,0.0,8,192,209
793,C1875,1003,상가,충청남도,임대상가,23.4,1,5,D,0.0,0.0,0.0,8,192,209
794,C1875,1003,상가,충청남도,임대상가,23.4,1,5,D,0.0,0.0,0.0,8,192,209
795,C1875,1003,상가,충청남도,임대상가,23.4,1,5,D,0.0,0.0,0.0,8,192,209
796,C1875,1003,상가,충청남도,임대상가,23.4,1,5,D,0.0,0.0,0.0,8,192,209
797,C1875,1003,상가,충청남도,임대상가,23.4,1,5,D,0.0,0.0,0.0,8,192,209
798,C1875,1003,상가,충청남도,임대상가,27.55,1,5,D,0.0,0.0,0.0,8,192,209
799,C1875,1003,상가,충청남도,임대상가,29.17,1,5,D,0.0,0.0,0.0,8,192,209
800,C1875,1003,상가,충청남도,임대상가,31.92,1,5,D,0.0,0.0,0.0,8,192,209
801,C1875,1003,상가,충청남도,임대상가,32.6,1,5,D,0.0,0.0,0.0,8,192,209
802,C1875,1003,상가,충청남도,임대상가,36.57,1,5,D,0.0,0.0,0.0,8,192,209
803,C1875,1003,상가,충청남도,임대상가,50.08,1,5,D,0.0,0.0,0.0,8,192,209
804,C1875,1003,상가,충청남도,임대상가,240.22,1,5,D,0.0,0.0,0.0,8,192,209
805,C2156,306,아파트,충청남도,국민임대,36.55,120,0,A,8670000.0,80500.0,0.0,1,246,204
806,C2156,306,아파트,충청남도,국민임대,39.57,120,0,A,11147000.0,90410.0,0.0,1,246,204
807,C2156,306,아파트,충청남도,국민임대,51.93,65,0,A,19819000.0,127580.0,0.0,1,246,204
808,C2212,697,아파트,강원도,영구임대,26.37,298,0,C,4032000.0,74860.0,0.0,4,128,86
809,C2212,697,아파트,강원도,영구임대,31.32,239,0,C,4789000.0,88910.0,0.0,4,128,86
810,C2212,697,아파트,강원도,영구임대,31.32,149,0,C,4789000.0,88910.0,0.0,4,128,86
811,C2212,697,상가,강원도,임대상가,31.84,1,0,D,0.0,0.0,0.0,4,128,86
812,C2212,697,상가,강원도,임대상가,31.84,1,0,D,0.0,0.0,0.0,4,128,86
813,C2212,697,상가,강원도,임대상가,31.84,1,0,D,0.0,0.0,0.0,4,128,86
814,C2212,697,상가,강원도,임대상가,31.84,1,0,D,0.0,0.0,0.0,4,128,86
815,C2212,697,상가,강원도,임대상가,31.84,1,0,D,0.0,0.0,0.0,4,128,86
816,C2212,697,상가,강원도,임대상가,31.84,1,0,D,0.0,0.0,0.0,4,128,86
817,C2212,697,상가,강원도,임대상가,63.68,1,0,D,0.0,0.0,0.0,4,128,86
818,C2212,697,상가,강원도,임대상가,63.68,1,0,D,0.0,0.0,0.0,4,128,86
819,C2212,697,상가,강원도,임대상가,63.68,1,0,D,0.0,0.0,0.0,4,128,86
820,C2212,697,상가,강원도,임대상가,63.68,1,0,D,0.0,0.0,0.0,4,128,86
821,C2212,697,상가,강원도,임대상가,137.49,1,0,D,0.0,0.0,0.0,4,128,86
822,C2401,213,아파트,강원도,국민임대,39.72,65,21,A,11682000.0,72660.0,0.0,3,164,19
823,C2401,213,아파트,강원도,국민임대,46.9,104,21,E,55413000.0,28850.0,0.0,3,164,19
824,C2401,213,아파트,강원도,국민임대,59.88,44,21,A,25964000.0,199910.0,0.0,3,164,19
825,C2571,481,아파트,경상남도,영구임대,26.37,468,5,C,3056000.0,68000.0,0.0,1,65,62
826,C2571,481,상가,경상남도,임대상가,31.84,1,5,D,0.0,0.0,0.0,1,65,62
827,C2571,481,상가,경상남도,임대상가,31.84,1,5,D,0.0,0.0,0.0,1,65,62
828,C2571,481,상가,경상남도,임대상가,31.84,1,5,D,0.0,0.0,0.0,1,65,62
829,C2571,481,상가,경상남도,임대상가,31.84,1,5,D,0.0,0.0,0.0,1,65,62
830,C2571,481,상가,경상남도,임대상가,31.84,1,5,D,0.0,0.0,0.0,1,65,62
831,C2571,481,상가,경상남도,임대상가,31.84,1,5,D,0.0,0.0,0.0,1,65,62
832,C2571,481,상가,경상남도,임대상가,31.84,1,5,D,0.0,0.0,0.0,1,65,62
833,C2571,481,상가,경상남도,임대상가,31.84,1,5,D,0.0,0.0,0.0,1,65,62
834,C2571,481,상가,경상남도,임대상가,31.84,1,5,D,0.0,0.0,0.0,1,65,62
835,C2571,481,상가,경상남도,임대상가,31.84,1,5,D,0.0,0.0,0.0,1,65,62
836,C2571,481,상가,경상남도,임대상가,31.84,1,5,D,0.0,0.0,0.0,1,65,62
837,C2571,481,상가,경상남도,임대상가,31.84,1,5,D,0.0,0.0,0.0,1,65,62
838,C2571,481,상가,경상남도,임대상가,126.65,1,5,D,0.0,0.0,0.0,1,65,62
839,C1175,468,아파트,충청남도,국민임대,46.9,198,15,A,21134000.0,128070.0,0.0,2,477,430
840,C1175,468,아파트,충청남도,국민임대,51.93,90,15,A,26258000.0,160100.0,0.0,2,477,430
841,C1175,468,아파트,충청남도,국민임대,59.88,180,15,A,34585000.0,204940.0,0.0,2,477,430
842,C1833,1364,아파트,제주특별자치도,국민임대,33.4,128,19,A,11774000.0,99720.0,0.0,5,1505,1001
843,C1833,1364,아파트,제주특별자치도,국민임대,33.4,174,19,A,11774000.0,99720.0,0.0,5,1505,1001
844,C1833,1364,아파트,제주특별자치도,국민임대,39.57,220,19,A,15620000.0,123750.0,0.0,5,1505,1001
845,C1833,1364,아파트,제주특별자치도,국민임대,39.57,280,19,A,15620000.0,123750.0,0.0,5,1505,1001
846,C1833,1364,아파트,제주특별자치도,국민임대,46.9,252,19,A,18984000.0,164610.0,0.0,5,1505,1001
847,C1833,1364,아파트,제주특별자치도,국민임대,46.9,90,19,A,18984000.0,164610.0,0.0,5,1505,1001
848,C1833,1364,아파트,제주특별자치도,국민임대,51.95,220,19,A,21266000.0,215080.0,0.0,5,1505,1001
849,C2445,800,아파트,충청북도,국민임대,36.62,414,16,A,9852000.0,88900.0,0.0,4,671,334
850,C2445,800,아파트,충청북도,국민임대,36.62,108,16,A,9852000.0,88900.0,0.0,4,671,334
851,C2445,800,아파트,충청북도,국민임대,46.9,45,16,A,15620000.0,141770.0,0.0,4,671,334
852,C2445,800,아파트,충청북도,국민임대,46.9,90,16,A,15620000.0,141770.0,0.0,4,671,334
853,C2445,800,아파트,충청북도,국민임대,51.93,104,16,A,18023000.0,170610.0,0.0,4,671,334
854,C2445,800,아파트,충청북도,국민임대,51.93,39,16,A,18023000.0,170610.0,0.0,4,671,334
855,C1885,830,아파트,전라남도,국민임대,36.7,174,14,A,14418000.0,100920.0,0.0,4,802,616
856,C1885,830,아파트,전라남도,국민임대,36.7,84,14,A,14418000.0,100920.0,0.0,4,802,616
857,C1885,830,아파트,전라남도,국민임대,36.73,120,14,A,14418000.0,100920.0,0.0,4,802,616
858,C1885,830,아파트,전라남도,국민임대,36.73,40,14,A,14418000.0,100920.0,0.0,4,802,616
859,C1885,830,아파트,전라남도,국민임대,36.74,80,14,A,14418000.0,100920.0,0.0,4,802,616
860,C1885,830,아파트,전라남도,국민임대,46.74,62,14,A,24032000.0,144180.0,0.0,4,802,616
861,C1885,830,아파트,전라남도,국민임대,46.83,54,14,A,24032000.0,144180.0,0.0,4,802,616
862,C1885,830,아파트,전라남도,국민임대,46.83,216,14,A,24032000.0,144180.0,0.0,4,802,616
863,C2368,775,아파트,전라남도,국민임대,36.57,22,10,A,14418000.0,100920.0,0.0,4,738,548
864,C2368,775,아파트,전라남도,국민임대,36.7,94,10,A,14418000.0,100920.0,0.0,4,738,548
865,C2368,775,아파트,전라남도,국민임대,36.7,34,10,A,14418000.0,100920.0,0.0,4,738,548
866,C2368,775,아파트,전라남도,국민임대,36.7,12,10,A,14418000.0,100920.0,0.0,4,738,548
867,C2368,775,아파트,전라남도,국민임대,36.73,150,10,A,14418000.0,100920.0,0.0,4,738,548
868,C2368,775,아파트,전라남도,국민임대,36.73,51,10,A,14418000.0,100920.0,0.0,4,738,548
869,C2368,775,아파트,전라남도,국민임대,36.74,102,10,A,14418000.0,100920.0,0.0,4,738,548
870,C2368,775,아파트,전라남도,국민임대,51.73,310,10,A,27637000.0,181420.0,0.0,4,738,548
871,C2016,261,아파트,충청북도,국민임대,36.55,86,15,A,9233000.0,80790.0,0.0,2,198,220
872,C2016,261,아파트,충청북도,국민임대,36.55,42,15,A,9233000.0,80790.0,0.0,2,198,220
873,C2016,261,아파트,충청북도,국민임대,46.9,90,15,A,15235000.0,126960.0,0.0,2,198,220
874,C2016,261,아파트,충청북도,국민임대,46.9,43,15,A,15235000.0,126960.0,0.0,2,198,220
875,C2371,474,아파트,경상북도,국민임대,36.52,42,20,A,9731000.0,72080.0,0.0,1,374,451
876,C2371,474,아파트,경상북도,국민임대,36.52,134,20,A,9731000.0,72080.0,0.0,1,374,451
877,C2371,474,아파트,경상북도,국민임대,36.8,88,20,A,9731000.0,72080.0,0.0,1,374,451
878,C2371,474,아파트,경상북도,국민임대,46.9,22,20,A,17302000.0,108130.0,0.0,1,374,451
879,C2371,474,아파트,경상북도,국민임대,46.9,96,20,A,17302000.0,108130.0,0.0,1,374,451
880,C2371,474,아파트,경상북도,국민임대,46.94,46,20,A,17302000.0,108130.0,0.0,1,374,451
881,C2371,474,아파트,경상북도,국민임대,51.72,24,20,A,21868000.0,123750.0,0.0,1,374,451
882,C2371,474,아파트,경상북도,국민임대,51.93,22,20,A,21868000.0,123750.0,0.0,1,374,451
883,C2536,72,아파트,전라북도,국민임대,35.1,40,7,A,9074000.0,50400.0,0.0,1,54,47
884,C2536,72,아파트,전라북도,국민임대,35.1,8,7,A,9074000.0,50400.0,0.0,1,54,47
885,C2536,72,아파트,전라북도,국민임대,43.23,24,7,A,13612000.0,75610.0,0.0,1,54,47
886,C2538,1473,아파트,경기도,국민임대,26.47,188,13,G,11022000.0,174280.0,0.0,3,1299,799
887,C2538,1473,아파트,경기도,국민임대,33.96,202,13,G,13469000.0,223930.0,0.0,3,1299,799
888,C2538,1473,아파트,경기도,국민임대,33.96,82,13,G,13469000.0,223930.0,0.0,3,1299,799
889,C2538,1473,아파트,경기도,국민임대,33.96,40,13,G,13469000.0,223930.0,0.0,3,1299,799
890,C2538,1473,아파트,경기도,국민임대,33.96,12,13,G,13469000.0,223930.0,0.0,3,1299,799
891,C2538,1473,아파트,경기도,국민임대,36.96,259,13,G,14555000.0,257400.0,0.0,3,1299,799
892,C2538,1473,아파트,경기도,국민임대,36.96,87,13,G,14555000.0,257400.0,0.0,3,1299,799
893,C2538,1473,아파트,경기도,국민임대,36.99,24,13,G,14555000.0,257400.0,0.0,3,1299,799
894,C2538,1473,아파트,경기도,국민임대,46.4,60,13,A,39668000.0,311110.0,0.0,3,1299,799
895,C2538,1473,아파트,경기도,국민임대,46.4,15,13,A,39668000.0,311110.0,0.0,3,1299,799
896,C2538,1473,아파트,경기도,국민임대,46.96,176,13,A,39668000.0,311110.0,0.0,3,1299,799
897,C2538,1473,아파트,경기도,국민임대,46.96,45,13,A,39668000.0,311110.0,0.0,3,1299,799
898,C2538,1473,아파트,경기도,국민임대,51.91,12,13,H,45613000.0,340790.0,0.0,3,1299,799
899,C2538,1473,아파트,경기도,국민임대,51.91,117,13,A,45613000.0,340790.0,0.0,3,1299,799
900,C2538,1473,아파트,경기도,국민임대,51.91,30,13,A,45613000.0,340790.0,0.0,3,1299,799
901,C2538,1473,아파트,경기도,국민임대,51.92,72,13,H,45613000.0,340790.0,0.0,3,1299,799
902,C2538,1473,아파트,경기도,국민임대,51.92,14,13,A,45613000.0,340790.0,0.0,3,1299,799
903,C2538,1473,아파트,경기도,국민임대,51.92,24,13,A,45613000.0,340790.0,0.0,3,1299,799
904,C2538,1473,아파트,경기도,국민임대,51.92,14,13,A,45613000.0,340790.0,0.0,3,1299,799
905,C1014,996,아파트,전라북도,국민임대,33.35,516,5,A,11053000.0,138180.0,0.0,2,823,708
906,C1014,996,아파트,전라북도,국민임대,46.8,120,5,A,21628000.0,150190.0,0.0,2,823,708
907,C1014,996,아파트,전라북도,국민임대,46.9,119,5,A,21628000.0,150190.0,0.0,2,823,708
908,C1014,996,아파트,전라북도,국민임대,46.9,41,5,A,21628000.0,150190.0,0.0,2,823,708
909,C1014,996,아파트,전라북도,국민임대,51.72,116,5,A,26435000.0,162210.0,0.0,2,823,708
910,C1014,996,아파트,전라북도,국민임대,59.23,71,5,A,32443000.0,186230.0,0.0,2,823,708
911,C1014,996,아파트,전라북도,국민임대,59.73,13,5,A,32443000.0,186230.0,0.0,2,823,708
912,C1592,870,아파트,강원도,국민임대,33.4,288,13,A,11147000.0,158540.0,0.0,5,763,739
913,C1592,870,아파트,강원도,국민임대,36.55,120,13,A,12387000.0,172190.0,0.0,5,763,739
914,C1592,870,아파트,강원도,국민임대,36.55,60,13,A,12387000.0,172190.0,0.0,5,763,739
915,C1592,870,아파트,강원도,국민임대,36.55,60,13,A,12387000.0,172190.0,0.0,5,763,739
916,C1592,870,아파트,강원도,국민임대,46.9,28,13,A,19819000.0,245280.0,0.0,5,763,739
917,C1592,870,아파트,강원도,국민임대,46.9,178,13,A,19819000.0,245280.0,0.0,5,763,739
918,C1592,870,아파트,강원도,국민임대,51.93,136,13,A,24775000.0,286150.0,0.0,5,763,739
919,C1867,678,아파트,경상남도,국민임대,36.52,216,26,A,9972000.0,100920.0,0.0,2,579,374
920,C1867,678,아파트,경상남도,국민임대,36.52,72,26,A,9972000.0,100920.0,0.0,2,579,374
921,C1867,678,아파트,경상남도,국민임대,36.52,124,26,A,9972000.0,100920.0,0.0,2,579,374
922,C1867,678,아파트,경상남도,국민임대,36.52,42,26,A,9972000.0,100920.0,0.0,2,579,374
923,C1867,678,아파트,경상남도,국민임대,46.54,84,26,A,17423000.0,144180.0,0.0,2,579,374
924,C1867,678,아파트,경상남도,국민임대,51.93,140,26,A,21027000.0,186230.0,0.0,2,579,374
925,C2326,632,아파트,충청북도,국민임대,36.92,139,15,A,11414000.0,96110.0,0.0,4,478,557
926,C2326,632,아파트,충청북도,국민임대,36.92,43,15,A,11414000.0,96110.0,0.0,4,478,557
927,C2326,632,아파트,충청북도,국민임대,39.89,203,15,A,13216000.0,114140.0,0.0,4,478,557
928,C2326,632,아파트,충청북도,국민임대,39.89,73,15,A,13216000.0,114140.0,0.0,4,478,557
929,C2326,632,아파트,충청북도,국민임대,46.89,174,15,A,17541000.0,153790.0,0.0,4,478,557
930,C1015,961,아파트,부산광역시,국민임대,36.66,340,28,A,9811000.0,87710.0,0.0,3,928,579
931,C1015,961,아파트,부산광역시,국민임대,36.66,56,28,A,9811000.0,87710.0,0.0,3,928,579
932,C1015,961,아파트,부산광역시,국민임대,36.94,79,28,A,9811000.0,87710.0,0.0,3,928,579
933,C1015,961,아파트,부산광역시,국민임대,46.03,40,28,A,15583000.0,140810.0,0.0,3,928,579
934,C1015,961,아파트,부산광역시,국민임대,46.46,245,28,A,15583000.0,140810.0,0.0,3,928,579
935,C1015,961,아파트,부산광역시,국민임대,46.46,95,28,A,15583000.0,140810.0,0.0,3,928,579
936,C1015,961,아파트,부산광역시,국민임대,59.48,88,28,A,25394000.0,201990.0,0.0,3,928,579
937,C1015,961,아파트,부산광역시,국민임대,59.69,18,28,A,25394000.0,201990.0,0.0,3,928,579
938,C1620,1232,아파트,광주광역시,국민임대,36.37,684,22,A,15620000.0,90110.0,0.0,4,1181,1101
939,C1620,1232,아파트,광주광역시,국민임대,36.37,25,22,A,15620000.0,90110.0,0.0,4,1181,1101
940,C1620,1232,아파트,광주광역시,국민임대,46.72,262,22,A,25233000.0,141770.0,0.0,4,1181,1101
941,C1620,1232,아파트,광주광역시,국민임대,46.72,87,22,A,25233000.0,141770.0,0.0,4,1181,1101
942,C1620,1232,아파트,광주광역시,국민임대,46.74,174,22,A,25233000.0,141770.0,0.0,4,1181,1101
943,C1049,676,아파트,광주광역시,국민임대,36.37,369,18,A,15620000.0,90110.0,0.0,3,658,762
944,C1049,676,아파트,광주광역시,국민임대,36.37,20,18,A,15620000.0,90110.0,0.0,3,658,762
945,C1049,676,아파트,광주광역시,국민임대,51.44,152,18,A,31242000.0,175410.0,0.0,3,658,762
946,C1049,676,아파트,광주광역시,국민임대,51.72,45,18,A,31242000.0,175410.0,0.0,3,658,762
947,C1049,676,아파트,광주광역시,국민임대,51.79,90,18,A,31242000.0,175410.0,0.0,3,658,762
948,C2000,1300,아파트,경상남도,국민임대,36.65,240,21,A,10813000.0,90110.0,0.0,2,1082,795
949,C2000,1300,아파트,경상남도,국민임대,36.65,30,21,A,10813000.0,90110.0,0.0,2,1082,795
950,C2000,1300,아파트,경상남도,국민임대,39.48,180,21,A,13697000.0,114140.0,0.0,2,1082,795
951,C2000,1300,아파트,경상남도,국민임대,46.9,135,21,A,19225000.0,169420.0,0.0,2,1082,795
952,C2000,1300,아파트,경상남도,국민임대,46.9,496,21,A,19225000.0,169420.0,0.0,2,1082,795
953,C2000,1300,아파트,경상남도,국민임대,46.9,69,21,A,19225000.0,169420.0,0.0,2,1082,795
954,C2000,1300,아파트,경상남도,국민임대,59.88,150,21,A,26435000.0,219880.0,0.0,2,1082,795
955,C2097,998,아파트,경상북도,국민임대,33.8,184,29,A,13158000.0,90020.0,0.0,2,1240,995
956,C2097,998,아파트,경상북도,국민임대,39.9,121,29,A,16737000.0,110790.0,0.0,2,1240,995
957,C2097,998,아파트,경상북도,국민임대,39.99,122,29,A,16737000.0,110790.0,0.0,2,1240,995
958,C2097,998,아파트,경상북도,국민임대,39.99,124,29,A,16737000.0,110790.0,0.0,2,1240,995
959,C2097,998,아파트,경상북도,국민임대,46.7,115,29,E,76506000.0,39840.0,0.0,2,1240,995
960,C2097,998,아파트,경상북도,국민임대,46.75,244,29,E,76506000.0,39840.0,0.0,2,1240,995
961,C2097,998,아파트,경상북도,국민임대,59.61,88,29,A,34398000.0,228540.0,0.0,2,1240,995
962,C1668,493,아파트,전라남도,국민임대,36.16,75,7,A,9611000.0,75690.0,0.0,4,421,288
963,C1668,493,아파트,전라남도,국민임대,36.16,15,7,A,9611000.0,75690.0,0.0,4,421,288
964,C1668,493,아파트,전라남도,국민임대,36.16,116,7,A,9611000.0,75690.0,0.0,4,421,288
965,C1668,493,아파트,전라남도,국민임대,36.38,15,7,A,9611000.0,75690.0,0.0,4,421,288
966,C1668,493,아파트,전라남도,국민임대,46.61,100,7,A,14418000.0,120150.0,0.0,4,421,288
967,C1668,493,아파트,전라남도,국민임대,46.61,52,7,A,14418000.0,120150.0,0.0,4,421,288
968,C1668,493,아파트,전라남도,국민임대,51.75,120,7,A,19225000.0,146580.0,0.0,4,421,288
969,C1689,1117,아파트,경기도,국민임대,26.95,186,4,A,18557000.0,126470.0,1.0,3,985,960
970,C1689,1117,아파트,경기도,국민임대,36.78,168,4,A,26122000.0,178480.0,1.0,3,985,960
971,C1689,1117,아파트,경기도,국민임대,36.87,276,4,A,26122000.0,178480.0,1.0,3,985,960
972,C1689,1117,아파트,경기도,국민임대,46.48,122,4,A,42909000.0,291970.0,1.0,3,985,960
973,C1689,1117,아파트,경기도,국민임대,46.75,16,4,A,42909000.0,291970.0,1.0,3,985,960
974,C1689,1117,아파트,경기도,국민임대,46.75,98,4,A,42909000.0,291970.0,1.0,3,985,960
975,C1689,1117,아파트,경기도,국민임대,46.75,30,4,A,42909000.0,291970.0,1.0,3,985,960
976,C1689,1117,아파트,경기도,국민임대,46.95,73,4,A,42909000.0,291970.0,1.0,3,985,960
977,C1689,1117,아파트,경기도,국민임대,51.94,100,4,A,55558000.0,348700.0,1.0,3,985,960
978,C1689,1117,아파트,경기도,국민임대,51.94,48,4,A,55558000.0,348700.0,1.0,3,985,960
979,C1234,307,아파트,강원도,국민임대,51.86,215,1,A,21606000.0,142330.0,0.0,2,219,311
980,C1234,307,아파트,강원도,국민임대,59.57,92,1,A,26054000.0,165200.0,0.0,2,219,311
981,C2514,501,아파트,경상남도,국민임대,46.69,44,10,A,13625000.0,138720.0,0.0,1,405,648
982,C2514,501,아파트,경상남도,국민임대,46.9,156,10,A,13625000.0,138720.0,0.0,1,405,648
983,C2514,501,아파트,경상남도,국민임대,46.9,24,10,A,13625000.0,138720.0,0.0,1,405,648
984,C2514,501,아파트,경상남도,국민임대,51.92,44,10,A,17342000.0,161020.0,0.0,1,405,648
985,C2514,501,아파트,경상남도,국민임대,51.93,198,10,A,17342000.0,161020.0,0.0,1,405,648
986,C2514,501,아파트,경상남도,국민임대,51.93,35,10,A,17342000.0,161020.0,0.0,1,405,648
987,C1368,896,아파트,경상북도,국민임대,39.82,176,29,A,13731000.0,117330.0,0.0,10,900,861
988,C1368,896,아파트,경상북도,국민임대,46.9,180,29,A,18726000.0,158540.0,0.0,10,900,861
989,C1368,896,아파트,경상북도,국민임대,51.93,450,29,A,22969000.0,194730.0,0.0,10,900,861
990,C1368,896,아파트,경상북도,국민임대,51.93,90,29,A,22969000.0,194730.0,0.0,10,900,861
991,C1057,521,아파트,경상북도,국민임대,39.82,134,24,A,13731000.0,117330.0,0.0,4,521,521
992,C1057,521,아파트,경상북도,국민임대,46.9,135,24,A,18726000.0,158540.0,0.0,4,521,521
993,C1057,521,아파트,경상북도,국민임대,51.93,207,24,A,22969000.0,194730.0,0.0,4,521,521
994,C1057,521,아파트,경상북도,국민임대,51.93,45,24,A,22969000.0,194730.0,0.0,4,521,521
995,C2336,458,아파트,경상북도,국민임대,39.49,82,13,A,15354000.0,104840.0,0.0,2,399,562
996,C2336,458,아파트,경상북도,국민임대,39.62,30,13,A,15354000.0,104840.0,0.0,2,399,562
997,C2336,458,아파트,경상북도,국민임대,39.63,60,13,A,15354000.0,104840.0,0.0,2,399,562
998,C2336,458,아파트,경상북도,국민임대,46.59,58,13,A,19787000.0,134300.0,0.0,2,399,562
999,C2336,458,아파트,경상북도,국민임대,46.7,56,13,A,19787000.0,134300.0,0.0,2,399,562
1000,C2336,458,아파트,경상북도,국민임대,46.9,116,13,A,19787000.0,134300.0,0.0,2,399,562
1001,C2336,458,아파트,경상북도,국민임대,59.89,56,13,A,30221000.0,205060.0,0.0,2,399,562
1002,C1026,290,아파트,경상북도,국민임대,51.66,180,10,A,22876000.0,96580.0,0.0,2,205,422
1003,C1026,290,아파트,경상북도,국민임대,59.99,110,10,A,25419000.0,121980.0,0.0,2,205,422
1004,C2256,409,아파트,경상남도,국민임대,29.91,88,7,A,8394000.0,65950.0,0.0,1,316,344
1005,C2256,409,아파트,경상남도,국민임대,36.62,131,7,A,9592000.0,91140.0,0.0,1,316,344
1006,C2256,409,아파트,경상남도,국민임대,46.9,132,7,A,15590000.0,136710.0,0.0,1,316,344
1007,C2256,409,아파트,경상남도,국민임대,51.93,40,7,A,19187000.0,167890.0,0.0,1,316,344
1008,C2256,409,아파트,경상남도,국민임대,51.93,18,7,A,19187000.0,167890.0,0.0,1,316,344
1009,C1900,586,아파트,전라북도,국민임대,36.63,90,2,A,8738000.0,74890.0,0.0,2,472,596
1010,C1900,586,아파트,전라북도,국민임대,36.63,60,2,A,8738000.0,74890.0,0.0,2,472,596
1011,C1900,586,아파트,전라북도,국민임대,39.51,86,2,A,12483000.0,84880.0,0.0,2,472,596
1012,C1900,586,아파트,전라북도,국민임대,46.73,86,2,A,17477000.0,106090.0,0.0,2,472,596
1013,C1900,586,아파트,전라북도,국민임대,46.9,72,2,A,17477000.0,106090.0,0.0,2,472,596
1014,C1900,586,아파트,전라북도,국민임대,46.9,48,2,A,17477000.0,106090.0,0.0,2,472,596
1015,C1900,586,아파트,전라북도,국민임대,51.93,120,2,A,21221000.0,124830.0,0.0,2,472,596
1016,C1900,586,아파트,전라북도,국민임대,51.93,24,2,A,21221000.0,124830.0,0.0,2,472,596
1017,C2666,1084,아파트,부산광역시,국민임대,39.74,178,23,A,16723000.0,115180.0,0.0,1,837,701
1018,C2666,1084,아파트,부산광역시,국민임대,39.96,254,23,A,16723000.0,115180.0,0.0,1,837,701
1019,C2666,1084,아파트,부산광역시,국민임대,39.96,26,23,A,16723000.0,115180.0,0.0,1,837,701
1020,C2666,1084,아파트,부산광역시,국민임대,46.56,165,23,A,21058000.0,151110.0,0.0,1,837,701
1021,C2666,1084,아파트,부산광역시,국민임대,46.56,289,23,A,21058000.0,151110.0,0.0,1,837,701
1022,C2666,1084,아파트,부산광역시,국민임대,46.77,172,23,A,21058000.0,151110.0,0.0,1,837,701
1023,C2361,1174,아파트,경기도,국민임대,39.72,172,9,H,23720000.0,197230.0,0.0,4,1026,1117
1024,C2361,1174,아파트,경기도,국민임대,39.72,76,9,H,23720000.0,197230.0,0.0,4,1026,1117
1025,C2361,1174,아파트,경기도,국민임대,39.77,174,9,A,23720000.0,197230.0,0.0,4,1026,1117
1026,C2361,1174,아파트,경기도,국민임대,46.9,189,9,A,37454000.0,259660.0,0.0,4,1026,1117
1027,C2361,1174,아파트,경기도,국민임대,46.9,25,9,A,37454000.0,259660.0,0.0,4,1026,1117
1028,C2361,1174,아파트,경기도,국민임대,46.9,90,9,A,37454000.0,259660.0,0.0,4,1026,1117
1029,C2361,1174,아파트,경기도,국민임대,46.9,45,9,A,37454000.0,259660.0,0.0,4,1026,1117
1030,C2361,1174,아파트,경기도,국민임대,46.96,33,9,A,37454000.0,259660.0,0.0,4,1026,1117
1031,C2361,1174,아파트,경기도,국민임대,51.93,124,9,H,45193000.0,308350.0,0.0,4,1026,1117
1032,C2361,1174,아파트,경기도,국민임대,51.93,78,9,H,45193000.0,308350.0,0.0,4,1026,1117
1033,C2361,1174,아파트,경기도,국민임대,59.61,168,9,H,61674000.0,370790.0,0.0,4,1026,1117
1034,C1642,270,아파트,전라남도,국민임대,39.72,105,14,A,12483000.0,78670.0,0.0,6,222,297
1035,C1642,270,아파트,전라남도,국민임대,39.72,15,14,A,12483000.0,78670.0,0.0,6,222,297
1036,C1642,270,아파트,전라남도,국민임대,46.79,12,14,A,17477000.0,107200.0,0.0,6,222,297
1037,C1642,270,아파트,전라남도,국민임대,46.9,45,14,A,17477000.0,107200.0,0.0,6,222,297
1038,C1642,270,아파트,전라남도,국민임대,46.9,27,14,A,17477000.0,107200.0,0.0,6,222,297
1039,C1642,270,아파트,전라남도,국민임대,46.9,26,14,A,17477000.0,107200.0,0.0,6,222,297
1040,C1642,270,아파트,전라남도,국민임대,46.9,40,14,A,17477000.0,107200.0,0.0,6,222,297
1041,C1013,1308,아파트,광주광역시,국민임대,39.65,291,16,A,20770000.0,108900.0,0.0,6,1119,1665
1042,C1013,1308,아파트,광주광역시,국민임대,46.22,510,16,A,24665000.0,135960.0,0.0,6,1119,1665
1043,C1013,1308,아파트,광주광역시,국민임대,46.22,70,16,A,24665000.0,135960.0,0.0,6,1119,1665
