단지코드,등록차량수,총세대수,지역,공가수,지하철,버스,단지내주차면수,총임대가구수,단지임대보증금,단지임대료,면적_15,면적_20,면적_30,면적_40,면적_50,면적_60,면적_70,면적_80,면적_100,자격_A,자격_B,자격_C,자격_D,자격_E,자격_F,자격_G,자격_H,자격_I,자격_J,자격_K,자격_L,자격_M,자격_N,자격_O,공급_공공분양,공급_공공임대(10년),공급_공공임대(50년),공급_공공임대(5년),공급_공공임대(분납),공급_국민임대,공급_영구임대,공급_임대상가,공급_장기전세,공급_행복주택
C1866,135.0,338.0,2,1.0,0.0,3.0,235.0,338.0,10605695.26627219,87775.44378698224,0.0,0.0,0.6834319526627219,0.3165680473372781,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1005,376.0,1144.0,14,16.0,0.0,8.0,950.0,1144.0,16818111.88811189,217779.44055944055,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1004,93.0,521.0,14,3.0,0.0,2.0,153.0,521.0,4552537.428023033,101302.57197696737,0.005758157389635317,0.015355086372360844,0.9750479846449136,0.0,0.0019193857965451055,0.0,0.0,0.0,0.0019193857965451055,0.0,0.0,0.9673704414587332,0.03262955854126679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9673704414587332,0.03262955854126679,0.0,0.0
C1875,209.0,1003.0,14,5.0,0.0,8.0,192.0,1003.0,3169146.5603190428,70524.90528414756,0.0029910269192422734,0.843469591226321,0.15154536390827517,0.0,0.0009970089730807576,0.0,0.0,0.0,0.0009970089730807576,0.0,0.0,0.9810568295114656,0.018943170488534396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9810568295114656,0.018943170488534396,0.0,0.0
C2156,204.0,306.0,14,0.0,0.0,1.0,246.0,305.0,11981290.849673202,94123.85620915033,0.0,0.0,0.7843137254901961,0.0,0.21241830065359477,0.0,0.0,0.0,0.0,0.9967320261437909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9967320261437909,0.0,0.0,0.0,0.0
C2212,86.0,697.0,0,0.0,0.0,4.0,128.0,697.0,4389767.575322812,81499.79913916787,0.0,0.42754662840746055,0.5652797704447633,0.0,0.0,0.005738880918220947,0.0,0.0,0.0014347202295552368,0.0,0.0,0.9842180774748924,0.015781922525107604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9842180774748924,0.015781922525107604,0.0,0.0
C2401,19.0,213.0,0,21.0,0.0,3.0,164.0,213.0,35984497.65258216,77555.5868544601,0.0,0.0,0.3051643192488263,0.48826291079812206,0.20657276995305165,0.0,0.0,0.0,0.0,0.5117370892018779,0.0,0.0,0.0,0.48826291079812206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C2571,62.0,481.0,2,5.0,0.0,1.0,65.0,481.0,2973405.4054054054,66162.16216216216,0.0,0.972972972972973,0.02494802494802495,0.0,0.0,0.0,0.0,0.0,0.002079002079002079,0.0,0.0,0.972972972972973,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.972972972972973,0.02702702702702703,0.0,0.0
C1175,430.0,468.0,14,15.0,0.0,2.0,477.0,468.0,27292846.153846152,163795.0,0.0,0.0,0.0,0.4230769230769231,0.5769230769230769,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1833,1001.0,1364.0,13,19.0,0.0,5.0,1505.0,1364.0,16522577.712609971,143405.1759530792,0.0,0.0,0.5879765395894428,0.250733137829912,0.16129032258064516,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C2445,334.0,800.0,15,16.0,0.0,4.0,671.0,800.0,12285916.25,112427.475,0.0,0.0,0.6525,0.16875,0.17875,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1885,616.0,830.0,11,14.0,0.0,4.0,802.0,830.0,18263600.0,118224.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C2368,548.0,775.0,11,10.0,0.0,4.0,738.0,775.0,19705600.0,133120.0,0.0,0.0,0.6,0.0,0.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C2016,220.0,261.0,15,15.0,0.0,2.0,198.0,261.0,12291490.421455938,104317.24137931035,0.0,0.0,0.4904214559386973,0.5095785440613027,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C2371,451.0,474.0,3,20.0,0.0,1.0,374.0,474.0,13528354.430379746,89567.38396624473,0.0,0.0,0.5569620253164557,0.3459915611814346,0.0970464135021097,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C2536,47.0,72.0,12,7.0,0.0,1.0,54.0,72.0,10586666.666666666,58803.333333333336,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C2538,799.0,1473.0,1,13.0,0.0,3.0,1299.0,1473.0,24869841.819416158,265970.97759674134,0.0,0.12763068567549218,0.4792939579090292,0.20095044127630685,0.19212491513917176,0.0,0.0,0.0,0.0,0.3360488798370672,0.0,0.0,0.0,0.0,0.0,0.6069246435845214,0.05702647657841141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1014,708.0,996.0,12,5.0,0.0,2.0,823.0,996.0,17621345.381526105,148407.38955823294,0.0,0.0,0.5180722891566265,0.28112449799196787,0.20080321285140562,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1592,739.0,870.0,0,13.0,0.0,5.0,763.0,870.0,15672793.103448275,202792.183908046,0.0,0.0,0.6068965517241379,0.2367816091954023,0.15632183908045977,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1867,374.0,678.0,2,26.0,0.0,2.0,579.0,678.0,13177876.10619469,123895.2802359882,0.0,0.0,0.6696165191740413,0.12389380530973451,0.20648967551622419,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C2326,557.0,632.0,15,15.0,0.0,4.0,478.0,632.0,13887813.291139241,119864.11392405063,0.0,0.0,0.7246835443037974,0.27531645569620256,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1015,579.0,961.0,7,28.0,0.0,3.0,928.0,961.0,13812204.994797086,121312.16441207076,0.0,0.0,0.49427679500520294,0.39542143600416235,0.11030176899063475,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1620,1101.0,1232.0,4,22.0,0.0,4.0,1181.0,1232.0,19700843.344155844,112040.34090909091,0.0,0.0,0.575487012987013,0.424512987012987,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1049,762.0,676.0,4,18.0,0.0,3.0,658.0,676.0,22252417.159763314,126324.6449704142,0.0,0.0,0.5754437869822485,0.0,0.4245562130177515,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C2000,795.0,1300.0,2,21.0,0.0,2.0,1082.0,1300.0,17544400.0,151116.07692307694,0.0,0.0,0.34615384615384615,0.5384615384615384,0.11538461538461539,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C2097,995.0,998.0,3,29.0,0.0,2.0,1240.0,998.0,39134497.99599198,91821.33266533066,0.0,0.0,0.5521042084168337,0.35971943887775554,0.08817635270541083,0.0,0.0,0.0,0.0,0.6402805611222445,0.0,0.0,0.0,0.35971943887775554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1668,288.0,493.0,11,7.0,0.0,4.0,421.0,493.0,13433198.78296146,106652.92089249493,0.0,0.0,0.4482758620689655,0.30831643002028397,0.2434077079107505,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1689,960.0,1117.0,1,4.0,1.0,3.0,985.0,1117.0,33857211.28021486,226816.44583706357,0.0,0.1665174574753805,0.39749328558639213,0.3034914950760967,0.13249776186213072,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1234,311.0,307.0,0,1.0,0.0,2.0,219.0,307.0,22938951.140065145,149183.55048859934,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C2514,648.0,501.0,2,10.0,0.0,1.0,405.0,501.0,15680107.784431137,151049.54091816366,0.0,0.0,0.0,0.4471057884231537,0.5528942115768463,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1368,861.0,896.0,3,29.0,0.0,10.0,900.0,896.0,20302004.464285713,172256.11607142858,0.0,0.0,0.19642857142857142,0.20089285714285715,0.6026785714285714,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1057,521.0,521.0,3,24.0,0.0,4.0,521.0,521.0,19493573.896353167,165445.45105566218,0.0,0.0,0.2571976967370441,0.2591170825335892,0.4836852207293666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C2336,562.0,458.0,3,13.0,0.0,2.0,399.0,458.0,19397978.165938865,131888.29694323143,0.0,0.0,0.37554585152838427,0.5021834061135371,0.1222707423580786,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1026,422.0,290.0,3,10.0,0.0,2.0,205.0,290.0,23840586.20689655,106214.4827586207,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C2256,344.0,409.0,2,7.0,0.0,1.0,316.0,409.0,12630684.596577017,111311.19804400978,0.0,0.21515892420537897,0.3202933985330073,0.32273838630806845,0.14180929095354522,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1900,596.0,586.0,12,2.0,0.0,2.0,472.0,586.0,15427174.061433448,99595.97269624574,0.0,0.0,0.40273037542662116,0.3515358361774744,0.24573378839590443,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C2666,701.0,1084.0,7,23.0,0.0,1.0,837.0,1084.0,19226422.509225093,135929.24354243543,0.0,0.0,0.4225092250922509,0.577490774907749,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C2361,1117.0,1174.0,1,9.0,0.0,4.0,1026.0,1174.0,37314724.02044293,261499.65928449744,0.0,0.0,0.3594548551959114,0.32538330494037476,0.3151618398637138,0.0,0.0,0.0,0.0,0.4735945485519591,0.0,0.0,0.0,0.0,0.0,0.0,0.5264054514480409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1642,297.0,270.0,11,14.0,0.0,6.0,222.0,270.0,15257444.444444444,94520.0,0.0,0.0,0.4444444444444444,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1013,1665.0,1308.0,4,16.0,0.0,6.0,1119.0,1308.0,24830898.318042815,134092.21712538227,0.0,0.0,0.22247706422018348,0.5787461773700305,0.19877675840978593,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C2232,248.0,355.0,4,13.0,0.0,3.0,354.0,355.0,29255523.943661973,162351.32394366196,0.0,0.0,0.3211267605633803,0.2704225352112676,0.4084507042253521,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1973,457.0,384.0,4,15.0,0.0,3.0,384.0,384.0,35304937.5,197789.6875,0.0,0.0,0.21875,0.0,0.78125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C2458,910.0,853.0,4,28.0,0.0,3.0,853.0,853.0,60961946.072684646,84932.64947245018,0.0,0.0,0.0,0.6459554513481829,0.3540445486518171,0.0,0.0,0.0,0.0,0.3540445486518171,0.0,0.0,0.0,0.6459554513481829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C2574,826.0,996.0,4,14.0,0.0,6.0,895.0,996.0,24448795.180722892,133267.2891566265,0.0,0.0,0.4457831325301205,0.39156626506024095,0.16265060240963855,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C2133,328.0,355.0,4,10.0,0.0,3.0,330.0,355.0,25442622.53521127,138144.70422535212,0.0,0.0,0.36056338028169016,0.4028169014084507,0.23661971830985915,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C2096,525.0,492.0,4,11.0,0.0,2.0,347.0,492.0,15343967.479674798,88352.19512195123,0.0,0.0,0.5040650406504065,0.4959349593495935,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C2010,690.0,861.0,4,15.0,0.0,3.0,608.0,861.0,19087425.087108012,93854.49477351917,0.0,0.0,0.578397212543554,0.42160278745644597,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1879,713.0,711.0,4,12.0,0.0,2.0,573.0,711.0,22300485.23206751,122946.99015471168,0.0,0.0,0.0,0.49929676511954996,0.5007032348804501,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1131,1019.0,901.0,4,10.0,0.0,7.0,668.0,901.0,19768334.073251944,160252.98557158714,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1468,810.0,815.0,4,17.0,0.0,1.0,574.0,815.0,19719720.245398775,108933.84049079755,0.0,0.0,0.6171779141104294,0.38282208588957056,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1213,148.0,312.0,12,8.0,0.0,6.0,224.0,312.0,15597048.076923076,90358.26923076923,0.0,0.0,0.5673076923076923,0.4326923076923077,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1173,609.0,571.0,14,7.0,0.0,2.0,483.0,571.0,18327905.429071803,143310.0700525394,0.0,0.0,0.17162872154115585,0.702276707530648,0.12609457092819615,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C2492,585.0,594.0,3,23.0,0.0,5.0,480.0,594.0,17154939.393939395,129973.53535353535,0.0,0.0,0.20202020202020202,0.0,0.797979797979798,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C2032,1162.0,944.0,2,23.0,0.0,1.0,958.0,944.0,30172037.076271188,181031.55720338982,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C2094,318.0,410.0,2,16.0,0.0,20.0,402.0,410.0,15658646.341463415,109621.46341463414,0.0,0.0,0.5439024390243903,0.4560975609756098,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1880,761.0,635.0,2,15.0,0.0,20.0,508.0,635.0,23546683.464566927,134964.94488188977,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C2089,572.0,962.0,2,27.0,0.0,1.0,873.0,962.0,18164486.486486487,134795.80041580042,0.0,0.0,0.4916839916839917,0.1340956340956341,0.37422037422037424,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1744,979.0,822.0,1,13.0,0.0,2.0,827.0,822.0,29377985.401459854,217494.62287104622,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C2046,1306.0,1129.0,1,10.0,0.0,4.0,1137.0,1129.0,26215203.72010629,219095.473870682,0.0,0.0,0.0,0.3950398582816652,0.6049601417183348,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C2071,1398.0,1479.0,1,21.0,0.0,3.0,1488.0,1479.0,21767640.97363083,181643.61054766734,0.0,0.0,0.17985125084516565,0.5361730899256254,0.2839756592292089,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C2635,442.0,330.0,1,1.0,0.0,3.0,259.0,330.0,32447272.727272727,271656.36363636365,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C2390,422.0,386.0,1,4.0,0.0,4.0,299.0,386.0,33912176.16580311,284130.36269430054,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C2561,441.0,456.0,1,7.0,1.0,4.0,399.0,456.0,20109052.63157895,237671.05263157896,0.0,0.0,0.2631578947368421,0.2631578947368421,0.47368421052631576,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1663,700.0,642.0,6,3.0,1.0,5.0,567.0,642.0,18265757.009345796,248546.82242990655,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C2490,340.0,302.0,5,4.0,0.0,2.0,217.0,302.0,24228079.470198676,211895.09933774834,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C2066,503.0,757.0,5,22.0,0.0,2.0,660.0,757.0,15892960.36988111,128652.41743725231,0.0,0.0,0.667107001321004,0.332892998678996,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1585,718.0,705.0,5,12.0,1.0,3.0,502.0,705.0,22080608.510638297,184876.68085106384,0.0,0.0,0.41702127659574467,0.5829787234042553,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C2276,1159.0,1072.0,6,18.0,0.0,4.0,894.0,1072.0,19366975.746268656,181684.12313432837,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C1155,373.0,375.0,6,9.0,1.0,10.0,454.0,375.0,35456224.0,203298.66666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
