code,tot_pop,region,num_empty,sub,bus,num_park,type_new,prop_type_im1,prop_type_im2,prop_type_im3,prop_type_im4,prop_type_im5,prop_type_im6,prop_type_im7,prop_type_im8,prop_type_im9,prop_type_im10,prop_type_qual1,prop_type_qual2,prop_type_qual3,prop_type_qual4,prop_type_qual5,prop_type_qual6,prop_type_qual7,prop_type_qual8,prop_type_qual9,prop_type_qual10,prop_type_qual11,prop_type_qual12,prop_type_qual13,prop_type_qual14,prop_areaL21,prop_areaL29,prop_areaL36,prop_areaL39,prop_areaL46,prop_areaL59,prop_areaU59,M_fee_deposit,M_fee_rent,target
C1375,757,3,21,0,12,761,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.571428571,0.428571429,0.0,22471000.0,137310,754
C1379,324,2,10,0,2,270,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.75,0.0,0.0,19819000.0,136250,294
C1386,1497,12,15,0,5,1100,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.538461538,0.46153846200000004,0.0,0.0,12392000.0,73320,1145
C1394,466,13,0,0,1,329,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,12558000.0,93255,271
C1402,344,16,16,0,2,344,0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,45000000.0,480000,498
C1406,1647,7,13,0,2,1741,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28571428600000004,0.214285714,0.214285714,0.28571428600000004,0.0,30969500.0,157925,1350
C1407,1216,7,13,1,1,1285,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.272727273,0.0,0.545454545,0.181818182,0.0,27637000.0,164610,1064
C1410,356,16,10,0,3,550,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666666667,0.0,0.333333333,0.0,9154000.0,76260,815
C1424,625,7,2,0,7,517,0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333,0.666666667,0.0,0.0,20173000.0,225100,179
C1424,625,7,2,0,7,517,0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333,0.666666667,0.0,0.0,20173000.0,225100,179
C1426,374,4,2,0,2,321,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.0,0.2,0.0,9984000.0,144820,262
C1428,375,1,6,0,2,360,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714300000002,0.571428571,0.28571428600000004,0.0,21221000.0,168520,333
C1430,1533,8,32,0,3,1296,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,31835000.0,185990,839
C1439,1755,8,29,1,3,270,1,0.0,0.0,0.0,0,0.0,0.0,0.0625,0.9375,0.0,0.0,0.0,0,0.0625,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45833333299999995,0.166666667,0.25,0.0,0.0625,0.0,0.0625,18347500.0,143005,172
C1448,1116,5,25,0,2,1050,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.444444444,0.5555555560000001,0.0,32208000.0,175900,1284
C1451,1618,2,38,0,3,1382,0,0.0,0.0,0.0,0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0,0.0,0.0,0.4,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.2,0.0,0.2,0.0,0.0,15992000.0,79970,1044
C1455,432,1,2,0,5,349,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333,0.0,0.333333333,0.333333333,0.0,0.0,7527000.0,168810,420
C1465,861,16,26,0,4,812,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,20562500.0,155455,557
C1468,815,5,17,0,1,574,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,16852000.0,95960,810
C1470,696,13,14,0,2,645,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.25,0.0,16821500.0,117145,553
C1476,453,3,6,0,5,107,1,0.0,0.0,0.0,0,0.0,0.0,0.25,0.75,0.0,0.0,0.0,0,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.75,0.0,0.0,0.0,0.125,19486500.0,144500,70
C1487,550,2,15,0,8,448,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25592500.0,141510,505
C1490,749,16,24,0,3,759,0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31342500.0,393750,899
C1492,390,2,15,0,2,334,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.428571429,0.571428571,0.0,0.0,13979000.0,78780,296
C1497,802,8,7,1,14,375,0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13253500.0,168575,382
C1516,456,12,8,0,1,367,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,8050000.0,65630,475
C1519,420,14,0,0,0,393,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,15472000.0,94375,235
C1527,996,4,23,0,4,834,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,19204000.0,154270,1150
C1537,662,15,17,0,3,546,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26642000.0,118820,669
C1544,442,6,10,0,2,533,0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,53000000.0,490000,713
C1565,1020,6,42,0,3,719,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.25,0.0,0.0,0.0,15740000.0,78700,588
C1566,462,12,13,0,6,387,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.333333333,0.166666667,0.0,15005000.0,105605,284
C1569,631,3,8,0,3,442,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857140000001,0.28571428600000004,0.0,0.0,12571000.0,87980,528
C1572,937,3,32,0,3,770,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.666666667,0,0.0,0.0,0.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333,0.333333333,0.166666667,0.166666667,0.0,12254000.0,93710,479
C1579,1005,2,12,0,2,882,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333,0.333333333,0.333333333,0.0,34810000.0,257660,1158
C1584,1227,2,40,0,3,857,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.333333333,0.333333333,0.0,0.333333333,0.0,0.0,0.0,42680000.0,195000,507
C1585,705,6,12,1,3,502,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,21657500.0,181760,718
C1592,870,1,13,0,5,763,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714300000002,0.428571429,0.28571428600000004,0.14285714300000002,0.0,12387000.0,172190,739
C1601,330,2,13,0,4,335,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666666667,0.333333333,0.0,22793000.0,155340,308
C1613,840,8,7,1,1,594,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20345000.0,257630,498
C1616,1507,7,1,0,2,407,1,0.0,0.0,0.0,0,0.0,0.0,0.13636363599999998,0.8636363640000001,0.0,0.0,0.0,0,0.090909091,0.8636363640000001,0.045454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545,0.045454545,0.590909091,0.045454545,0.13636363599999998,0.13636363599999998,21750500.0,140550,98
C1616,1507,7,1,0,2,407,1,0.0,0.0,0.0,0,0.0,0.0,0.13636363599999998,0.8636363640000001,0.0,0.0,0.0,0,0.090909091,0.8636363640000001,0.045454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545,0.045454545,0.590909091,0.045454545,0.13636363599999998,0.13636363599999998,21750500.0,140550,98
C1620,1232,5,22,0,4,1181,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,25233000.0,141770,1101
C1636,632,2,7,0,15,750,0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,79500000.0,630000,946
C1638,494,13,10,0,6,358,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,20122000.0,98640,413
C1641,283,3,8,0,1,227,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.5,0.0,12980000.0,114225,268
C1642,270,12,14,0,6,222,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28571428600000004,0.7142857140000001,0.0,0.0,17477000.0,107200,297
C1652,890,9,20,1,8,423,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.083333333,0.5,0.0,0.333333333,0.083333333,0.0,0.0,69600000.0,232000,509
C1655,498,1,23,0,6,402,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.25,0.0,19973000.0,132320,236
C1656,531,12,7,0,2,480,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.5,0.125,0.0,16102000.0,113950,257
C1659,902,5,32,0,2,635,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23076923100000002,0.7692307690000001,0.153846154,0.46153846200000004,0.0,0.23076923100000002,0.153846154,0.0,0.0,23370000.0,132430,416
C1660,718,3,13,0,3,550,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.375,0.25,0.0,14213000.0,94750,512
C1663,642,7,3,1,5,567,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17362000.0,231540,700
C1666,708,12,20,0,4,638,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333,0.444444444,0.222222222,0.0,17989000.0,124030,465
C1668,493,12,7,0,4,421,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.571428571,0.28571428600000004,0.14285714300000002,0.0,9611000.0,75690,288
C1672,1350,8,15,0,1,1043,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18717500.0,229825,873
C1673,640,16,22,0,1,549,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.2,0.4,0.0,0.0,9461000.0,160210,526
C1674,318,12,4,0,1,262,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,13592500.0,108740,322
C1677,1144,2,9,0,4,1039,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.181818182,0.0,0.272727273,0.272727273,0.272727273,0.0,36242000.0,301540,1101
C1681,534,2,9,0,7,465,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.375,0.375,0.0,34810000.0,257660,520
C1685,295,16,28,0,1,167,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555560000001,0.444444444,0.0,0.0,0.0,0.5555555560000001,0.111111111,0.0,0.333333333,0.0,0.0,40572000.0,21120,164
C1687,773,2,26,0,3,779,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.272727273,0.727272727,0.0,0.0,22173000.0,151110,349
C1689,1117,2,4,1,3,985,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.5,0.2,0.0,42909000.0,291970,960
C1693,853,7,20,0,6,862,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.75,0.0,31210000.0,187260,1087
C1695,203,12,12,0,4,109,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.6,0.0,0.2,0.0,0.0,0.0,22440000.0,132770,123
C1697,526,2,4,0,3,727,0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,69000000.0,375000,854
C1698,460,3,1,0,3,155,1,0.0,0.0,0.0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,12864000.0,162030,65
C1699,752,2,7,0,7,680,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714300000002,0.428571429,0.428571429,0.0,37163000.0,295120,606
C1700,922,6,39,0,2,804,0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,30000000.0,430000,979
C1704,639,7,34,0,7,162,1,0.0,0.0,0.0,0,0.0,0.0,0.117647059,0.882352941,0.0,0.0,0.0,0,0.117647059,0.882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8235294120000001,0.117647059,0.0,0.0,0.058823529000000006,17477000.0,152480,131
C1704,639,7,34,0,7,162,1,0.0,0.0,0.0,0,0.0,0.0,0.117647059,0.882352941,0.0,0.0,0.0,0,0.117647059,0.882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8235294120000001,0.117647059,0.0,0.0,0.058823529000000006,17477000.0,152480,131
C1706,467,2,7,1,5,403,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.6,0.0,29086000.0,249130,362
C1713,656,3,2,0,1,527,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666666667,0.166666667,0.166666667,0.0,10923000.0,117270,566
C1718,753,11,23,0,2,682,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,27465500.0,218475,496
C1722,809,1,1,0,6,264,1,0.0,0.0,0.272727273,0,0.0,0.0,0.181818182,0.545454545,0.0,0.0,0.272727273,0,0.181818182,0.545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090909091,0.545454545,0.090909091,0.181818182,0.0,0.090909091,18140000.0,189240,649
C1724,1256,3,1,0,6,878,0,0.0,0.0,0.0,0,0.0,0.1,0.1,0.0,0.0,0.8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.8,0.0,0.0,0.5,0.2,0.1,0.2,0.0,0.0,0.0,20840000.0,112500,701
C1732,266,5,17,0,3,188,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.666666667,0.166666667,0.0,0.0,0.166666667,0.0,0.0,19026000.0,99880,267
C1738,715,3,13,0,3,582,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.25,0.0,16288000.0,124800,682
C1740,783,4,29,0,6,978,0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,33400000.0,483000,979
C1743,791,6,16,1,1,944,0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33000000.0,495000,1653
C1744,822,2,13,0,2,827,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,28214000.0,194210,979
C1756,404,11,1,0,3,486,0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,55000000.0,620000,609
C1757,794,8,13,2,4,676,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.5,0.0,0.0,32114500.0,277425,508
C1761,602,1,18,0,2,715,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666667,0.5,0.333333333,0.0,19661000.0,212840,730
C1762,462,13,4,0,2,325,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18726000.0,104840,460
C1768,508,16,4,0,1,370,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15728500.0,149175,670
C1773,840,2,15,0,4,772,0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111,0.0,0.222222222,0.444444444,0.222222222,0.0,41505000.0,326760,614
C1775,711,14,5,0,8,131,1,0.0,0.0,0.0,0,0.0,0.0,0.117647059,0.882352941,0.0,0.0,0.0,0,0.117647059,0.882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529000000006,0.882352941,0.0,0.0,0.0,0.058823529000000006,18175000.0,113950,96
